,Quarter,GDP,EUR/CHF,100xSEK/CHF,USD/CHF,CAD/CHF,100xBRL/USD,100xJPY/CHF,AUD/CHF,100xCNY/CHF,Zürich Unemp,Berne Unemp,Lucerne Unemp,Uri Unemp,Schwyz Unemp,Obwald Unemp,Nidwald Unemp,Glaris Unemp,Zoug Unemp,Fribourg Unemp,Soleure Unemp,Bâle-City Unemp,Bâle-Rural Unemp,Schaffhouse Unemp,Appenzell Ausserrhoden Unemp,Appenzell Innerrhoden Unemp,St-Gall Unemp,Grisons Unemp,Argovie Unemp,Thurgovie Unemp,Tessin Unemp,Vaud Unemp,Valais Unemp,Neuchâtel Unemp,Geneva Unemp,Jura Unemp,5-9 Emp,10-12 Emp,13-15 Emp,16-18 Emp,19-20 Emp,21 Emp,22-23 Emp,24-25 Emp,26 Emp,27 Emp,28 Emp,29-30 Emp,31-33 Emp,35 Emp,36-39 Emp,41-42 Emp,43 Emp,45 Emp,46 Emp,47 Emp,49 Emp,50-51 Emp,52 Emp,53 Emp,55 Emp,56 Emp,58-60 Emp,61 Emp,62-63 Emp,64 Emp,65 Emp,66 Emp,68 Emp,69 Emp,70 Emp,71 Emp,72 Emp,73-75 Emp,78 Emp,77+79-82 Emp,84 Emp,85 Emp,86 Emp,87 Emp,88 Emp,90-93 Emp,94-96 Emp,10-33 Vac,41-43 Vac,45-47 Vac,49-53 Vac,55-56 Vac,58-63 Vac,64-66 Vac,68-75 Vac,77+79-82 Vac,84 Vac,85 Vac,86-88 Vac,90-96 Vac,Food and non-alcoholic beverages,Alcoholic beverages and tobacco,Clothing and footwear,Housing and energy,"Furnishings, household equipment and routine household maintenance",Healthcare,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services,Total index
0,2000Q1,115854.378747042,1.6070666666666664,18.894000000000002,1.6261999999999999,1.1187333333333334,91.70826666666666,1.51997,1.0266666666666666,19.67472,2.1,1.7,1.57,0.77,0.93,0.4,0.47,1.4,1.37,1.97,2.07,2.37,1.57,2.13,0.9,0.47,1.73,1.17,1.63,1.53,4.17,3.5,3.17,3.03,4.47,2.43,4259.2,68397.2,24533.7,79914.5,34008,22859.9,43202.5,98616.2,74917.3,31543.8,90666.1,12294.6,50333.7,22375.2,12980.1,99127.3,170458.2,72136.4,177039.1,252977.7,83288.8,12766.3,45757.3,48285.2,77679.5,133504.1,27820.8,28175.3,52736.2,109052.9,50009.5,20219.6,20694.7,51992.3,40336.2,71510,11638.9,43601.9,48558.3,88913.1,121987,156142.8,184942.2,82359.6,40882.3,34907.4,82312.4,...,...,...,...,...,...,...,...,...,...,...,...,...,94.33,73.92,101.83,77.09,107.8,102.81,96.6,160.64,115.89,76.36,81.5,91.03,92.8
1,2000Q2,116763.905973396,1.5633666666666668,18.887133333333335,1.6729333333333332,1.1304333333333334,92.86326666666666,1.5703633333333331,0.9860966666666666,20.22705,1.8,1.3,1.3,0.4,0.7,0.4,0.4,0.87,1.1,1.43,1.6,2.17,1.37,1.6,0.73,0.27,1.4,1.03,1.33,1.13,2.6,2.9,1.83,2.17,4.1,1.73,4330.1,70291.7,24128.7,79899.7,33866.7,22996.5,43699.2,99140.4,76737.1,32519.6,90059.2,12356,50629.6,22240.9,13041.5,101426.7,174520,72334.2,177947,251512,81897.3,12792.5,45947.7,48328.4,80459.1,139102.6,28068.6,28240.2,54179.5,109915.9,49746.5,20902.9,20764.3,52084.4,42037.4,71600.9,11965.6,44095,61375.1,90063.5,123893.1,155473.1,187257,84044.6,40832.1,35575.1,82492.7,...,...,...,...,...,...,...,...,...,...,...,...,...,95.33,74.35,102.09,77.53,108.0,102.78,98.48,145.01,114.43,76.46,81.6,91.25,93.06
2,2000Q3,118634.66972945,1.5439999999999998,18.363133333333334,1.7064666666666668,1.1516333333333335,93.94986666666667,1.5864333333333331,0.97965,20.625466666666668,1.63,1.13,1.2,0.4,0.57,0.3,0.43,0.73,1.0,1.37,1.4,1.9,1.23,1.43,0.67,0.23,1.23,0.83,1.23,1.0,2.47,2.67,1.47,2.07,3.97,1.63,4383.4,70221.7,24317.1,81007.9,34250.6,23487.7,43993.9,100054.6,79371.3,33462.9,91615.9,12080.3,50928.7,22225.3,13003.4,103599.8,178106.1,72169.6,178433.2,252776,83717.6,12895,45876.7,48384.3,77717.1,135296.9,28267.1,27607.3,57136.1,112429.1,49170.6,21910,21165.9,51997.9,43597.8,71341.6,12194.6,44472.8,65600.9,90873.2,125005.2,156186.8,189154.3,85598.2,40704.7,35526.8,82753.8,...,...,...,...,...,...,...,...,...,...,...,...,...,95.04,75.13,101.39,78.5,108.03,102.81,99.41,145.11,113.52,76.66,81.61,91.25,93.34
3,2000Q4,120415.701975453,1.5160333333333333,17.61146666666667,1.7442,1.1430333333333333,90.43149999999999,1.5892766666666667,0.9281499999999999,21.076136666666667,1.63,1.2,1.23,0.57,0.6,0.4,0.43,0.73,0.97,1.33,1.33,1.97,1.23,1.67,0.9,0.27,1.23,1.1,1.2,1.13,3.07,2.63,2.2,1.93,3.87,1.6,4298.4,70401.2,23686.4,80749.2,34645,24012.6,43163.9,100910.1,78653.2,34219.2,90795.4,11833.8,50680.2,22156.3,12955.4,99154.8,170137.5,72265.3,177428.8,254615.9,86793.4,12607.2,45764.4,48099.2,76947.2,133429,28439.2,28111,57125.1,114544.9,48950.1,23235.4,21351.8,52314.3,45567.8,71831.3,12250.8,44843.7,54299.8,90970.1,126801.5,157151.7,189237.6,86287.3,40106.3,35845.3,81891.5,...,...,...,...,...,...,...,...,...,...,...,...,...,94.56,75.21,101.62,79.86,107.89,102.86,99.38,143.99,113.52,77.1,81.78,91.4,93.74
4,2001Q1,120724.817552507,1.5334333333333332,17.031166666666667,1.6609999999999998,1.0876333333333332,82.39466666666667,1.4061833333333336,0.88149,20.087036666666666,1.67,1.27,1.23,0.5,0.63,0.47,0.5,0.77,1.17,1.4,1.47,2.17,1.3,1.83,0.9,0.3,1.33,1.1,1.27,1.17,3.1,2.8,2.5,2.07,3.9,1.73,4246.9,67955.3,23544.6,80505.4,35635.4,24929.6,43200.7,101743.2,80013.2,34896.1,91177.5,11130,49851.1,21916.6,13046.3,99967,171788.7,72539.8,180070.6,253610.2,87906.8,11798.3,45855.3,47452.9,78399,137759.7,28498.9,27487.5,60459.7,113916.8,47924.6,25221.8,22000,52825.4,47646.1,72269.1,12484.7,45821.2,48490.8,91736.5,130560.1,158781.6,190657.4,87742.5,39950.3,37189.2,81115.9,...,...,...,...,...,...,...,...,...,...,...,...,...,95.34,75.4,98.41,79.51,108.28,103.24,97.96,144.21,113.93,77.2,83.1,92.38,93.74
5,2001Q2,121103.757574588,1.5283,16.744966666666667,1.7488666666666666,1.1344666666666667,76.48356666666666,1.42627,0.8972533333333333,21.14568,1.53,1.1,1.1,0.23,0.5,0.43,0.47,0.6,1.2,1.2,1.37,2.07,1.27,1.47,0.77,0.23,1.2,1.0,1.1,1.03,2.1,2.53,1.77,1.9,3.8,1.7,4396.5,68624.9,22900.5,80639.9,35900.6,25374.1,42857,101905.1,81272.8,36124.5,90454.9,11338.2,50529.6,21283.7,13359.1,104527.9,179582.7,71811.9,181004.7,253649.6,86780.6,13797.5,45180.7,46787.4,77553.4,136272.4,28311.9,26531.3,61261.4,115819.3,48291.1,28539,22365.4,54006.6,50456.8,73757.6,12539.4,47160.8,56220.4,94312.2,124243.5,160865.7,187139,86748.9,38626,36174.4,81428.7,...,...,...,...,...,...,...,...,...,...,...,...,...,96.85,76.08,99.01,80.09,108.76,103.48,99.84,143.1,114.38,77.27,83.55,92.91,94.46
6,2001Q3,121368.437553016,1.5065666666666668,16.00836666666667,1.6929,1.0966333333333333,66.74486666666667,1.3919500000000002,0.8692166666666666,20.432056666666668,1.53,1.0,1.1,0.23,0.5,0.47,0.6,0.63,1.37,1.23,1.37,2.07,1.33,1.33,0.8,0.23,1.2,0.83,1.1,1.03,2.27,2.5,1.5,1.97,3.87,2.03,4445.6,69471.7,22800.8,81260.3,36433.8,26000.7,42715.5,102693,82754.6,36517,90859,11120.9,50502.1,21633.8,13313.1,105733.5,181732.7,72906.3,180493.1,254832.6,87820.2,14073.4,45475.2,47132.3,77690,137137.6,28431.8,26184,61302.1,117361.5,48831.8,31266.4,22566.5,53710.6,52035,73311.5,12642.7,47239.2,57188.2,94982.5,125800.9,162736.4,187880,87767.9,38242.3,36329.8,81776,...,...,...,...,...,...,...,...,...,...,...,...,...,97.42,76.1,93.31,80.36,108.69,103.53,98.92,142.71,114.48,77.47,83.64,93.22,94.29
7,2001Q4,120766.235453702,1.4734666666666667,15.546166666666666,1.6445333333333334,1.0408000000000002,64.59393333333334,1.3311133333333334,0.8418966666666666,19.903973333333337,2.1,1.3,1.5,0.63,0.73,0.77,0.77,0.9,1.83,1.53,1.63,2.33,1.53,1.67,1.0,0.37,1.5,1.17,1.4,1.47,3.07,2.8,2.43,2.57,4.33,2.53,4362.8,68788,22760.6,80272.4,36175.3,26199.3,41996.8,101135.6,81918.8,36510.3,90273.4,11633.9,50114.4,21567.2,13231.1,99389.4,171415.5,73265.9,177470.7,254469.5,90179.4,12079.7,45208.4,46835.5,76882.1,136932,28361.4,26639.8,59710.2,117220.7,49015.3,31210.3,22675.3,53932.9,52544.2,73813.5,12838.1,46878.7,46977,94546.1,125834.5,164530.1,188848.4,88516.3,38663.3,36812.3,81739.9,...,...,...,...,...,...,...,...,...,...,...,...,...,97.54,76.42,95.17,80.04,108.66,103.29,97.11,142.52,114.65,77.91,83.58,93.43,94.13
8,2002Q1,120546.912427477,1.4730666666666667,16.080133333333333,1.6804333333333332,1.0539333333333332,70.51936666666667,1.2689033333333335,0.8703833333333333,20.304753333333334,2.67,1.63,1.8,0.63,1.07,0.87,0.87,1.4,2.33,1.77,2.1,2.73,1.8,2.33,1.37,0.63,1.9,1.23,1.8,1.87,3.57,3.17,2.87,3.27,4.73,3.43,4259.1,70304.1,22475.5,79616,35744.7,26241.9,41357.4,98403.9,80815.2,35088.6,88548.3,10389.5,48740.9,21928,13350.8,99547.5,172346.9,72668,179735.2,252250.8,87106.2,12303.2,43855.7,45611.1,76827.6,137933.4,28160.1,26299,59535.7,118264.8,48043.3,32603.7,22822.1,54662,53528.1,74912.3,13545.2,46862.6,42712.1,94665.4,128167,166575.6,188532.7,88668.6,38817.7,35958.6,81318.3,...,...,...,...,...,...,...,...,...,...,...,...,...,99.26,76.89,88.2,79.84,108.69,103.64,96.48,142.33,114.64,78.07,85.74,94.95,94.27
9,2002Q2,120449.58647586,1.4647666666666666,15.994333333333332,1.5944333333333331,1.0253666666666668,64.1493,1.25664,0.8787366666666666,19.252396666666666,2.77,1.47,1.73,0.57,1.0,0.73,0.83,1.13,2.3,1.5,2.17,2.87,1.73,2.17,1.53,0.83,1.9,1.37,1.93,1.8,2.93,3.03,2.13,2.9,4.87,3.37,4340.7,70277.7,21478.2,78560.2,36045.3,26887.8,40706,98364.4,81047.2,34476.3,87944.4,10973.2,48920.1,21172.5,13302.4,102982.2,179301.6,72334.6,178239.9,248717.5,87323.6,12933.2,43946.3,44796.9,76050.5,137585.4,27861.4,26165.8,59633,119773.9,47753.6,31762.1,23004.7,54385.8,53572.3,74706.9,14203.4,46349.9,51154.9,95843,128108.4,166864.4,189249.8,89300.3,39140.2,36232.3,83760.1,...,...,...,...,...,...,...,...,...,...,...,...,...,99.3,77.29,99.53,80.08,108.8,103.89,98.41,142.41,114.42,78.19,85.98,95.53,95.11
10,2002Q3,120823.861637361,1.4638666666666669,15.858633333333332,1.4885000000000002,0.9531666666666667,48.0111,1.2478566666666666,0.81469,17.976816666666668,2.97,1.63,1.9,0.63,1.2,0.9,1.13,1.67,2.7,1.67,2.3,2.97,1.83,2.2,1.6,0.8,2.1,1.2,2.07,1.9,3.23,3.2,2.1,3.07,5.07,3.57,4316.7,71224.8,21023.9,78021.4,36238.5,27420.5,41194.3,97974.6,80703.2,34444.6,88155.9,10967.4,48530.4,21551.1,13398.8,104312.7,182475.7,74182.2,181123,250510.6,88142.1,13229.9,45095.4,44296.9,75286.4,136934.3,27486.5,25737.6,61198,121062,47763.6,31858.1,23318.8,54833.6,54379.4,75652.7,14275.8,46004.4,53452.5,96308.8,131004,167767.6,191019.1,90463.3,39706.4,35576.2,84776.5,...,...,...,...,...,...,...,...,...,...,...,...,...,98.95,77.37,87.77,80.14,108.92,103.88,98.94,142.31,114.07,78.5,85.67,95.69,94.58
11,2002Q4,120715.686393753,1.4667333333333332,16.122233333333334,1.4663333333333333,0.9342,39.8936,1.1971366666666665,0.8185266666666666,17.699906666666667,3.57,2.27,2.57,1.03,1.63,1.27,1.57,1.97,3.3,2.17,2.7,3.4,2.3,2.7,1.8,1.0,2.5,1.67,2.67,2.33,4.1,3.8,3.23,3.77,5.6,3.97,4242.7,68860.4,20288.4,76551.7,35740.9,27412.1,40135.9,96570.9,79890,33810.5,88041.6,11100.7,47915.7,21610.8,13159.7,99895.6,175377.3,74571.2,178241.4,253003.2,89022.8,13316.4,44558.4,43296.5,73297.5,133938,27200.5,24785.3,60643.2,118154.3,47536.1,32634.4,22668.3,52969.8,52845.4,73384.8,14444,44321,44561.5,94996.9,130921.3,168511.1,191169,90859.2,39969.8,35755.9,82600.9,...,...,...,...,...,...,...,...,...,...,...,...,...,98.58,77.39,101.27,80.22,108.79,103.79,98.4,142.27,113.99,79.26,85.73,95.61,95.08
12,2003Q1,120699.722308383,1.4661666666666668,15.962666666666669,1.3655666666666668,0.9047666666666666,39.07293333333333,1.1483133333333335,0.8105366666666667,16.501256666666666,4.23,2.8,2.97,1.2,2.13,1.43,1.8,2.4,3.67,2.77,3.17,3.9,2.7,3.07,2.17,1.4,2.9,1.73,3.2,2.87,4.53,4.4,3.87,4.5,6.17,4.6,4197.7,68258.9,20064.4,75331.4,35349.8,27476.5,39829.5,95372.9,77469.6,33156,86512.3,10774.8,46965.8,22666.7,13216.1,98703,173874.8,72915.6,177740.7,249277.3,88864.2,12998.6,44576.2,42058,73300.2,134796.9,27349.6,24354,59660.7,117047.3,46159.6,31215.6,22602.8,53407.8,53608,74174.8,14951.8,44144.8,40862,96188.1,131188.6,171467.8,190976.8,91059.6,40166.8,36313.6,81498.8,...,...,...,...,...,...,...,...,...,...,...,...,...,99.62,77.17,89.25,80.67,108.86,104.49,99.62,142.46,114.56,79.52,87.3,96.56,95.25
13,2003Q2,121036.500155456,1.5167000000000002,16.584999999999997,1.3353000000000002,0.9550333333333333,44.626666666666665,1.1272499999999999,0.8544633333333334,16.135203333333333,4.43,2.73,3.0,0.93,2.03,1.37,1.83,2.2,3.6,2.6,3.13,4.3,2.87,2.83,2.0,1.33,2.9,2.03,3.2,2.77,3.87,4.5,3.13,4.23,6.43,4.7,4234.5,69001.1,19996.2,75120,35119.3,27684.8,40480.9,95410.2,77967.2,33154.8,86474.4,10767,46824.3,22372.3,13219.3,102325.4,181390.6,73087.1,177398,250298.1,86564.6,13093,44051,41352.1,71849.2,132028.6,27154.5,24219,58824.3,115126.1,46739.3,30634.4,22755.6,53165.4,53642.9,74095.3,14398.7,43454.4,49557.3,96254.6,131715.3,171231.9,191821.1,91808,40581.5,35750.1,81666.1,5054,5238,7105,1102,3958,978,1507,3436,1422,786,945,3678,1250,100.46,78.21,100.48,80.13,109.44,104.75,98.28,142.29,114.44,79.57,86.95,96.92,95.63
14,2003Q3,122176.260105002,1.5447999999999997,16.84573333333333,1.3735,0.9946666666666667,46.77806666666667,1.16956,0.9037866666666666,16.57299666666667,4.6,2.73,3.13,0.83,2.03,1.57,1.9,2.27,3.53,2.67,3.3,4.27,2.97,3.03,2.2,1.2,3.0,1.8,3.3,2.93,3.9,4.63,2.87,4.33,6.53,5.0,4277.7,69507.6,19490.8,75132.3,34643.4,27688,40715.6,95951.3,77205.9,33075.7,83695.1,10943.6,46279,22000.2,13110.7,102782.3,183084.7,73562.4,175070.3,252968.2,86604.2,13138.6,43885.6,42477.6,71058.8,131097.1,27215.5,24743.1,56169.5,115102.1,47283.8,30695.7,23023.9,52975.8,53702.7,73952,14455.7,43059.8,52527.8,97380.6,133455,173112.2,194712.9,93556.8,41475.7,36211.5,82750.2,4022,3930,5670,896,3487,770,1971,2403,967,457,828,2701,938,100.37,78.53,87.03,80.37,109.66,104.82,98.07,140.75,114.1,80.03,86.69,96.96,95.0
15,2003Q4,123803.590803982,1.5538999999999998,17.24393333333333,1.3068666666666668,0.9918999999999999,45.0548,1.2001833333333332,0.9352499999999999,15.780283333333331,4.8,3.07,3.37,1.3,2.23,1.9,2.1,2.57,3.63,3.0,3.77,4.6,3.27,3.53,2.17,1.67,3.17,2.27,3.53,3.13,4.73,5.0,3.9,4.7,6.8,5.0,4235.2,69271.6,19335.8,74414.5,34699.2,28120.1,39841.6,94430.4,76841.8,33801,82315,10942.1,46001.3,22004.1,13094,99763.1,178317.7,73912.6,175042.4,252930.7,89379.7,10852.2,43849.9,42073.1,70334.8,130737.7,27267.8,24412.4,55747.6,112983.3,45791.8,31959.8,23626.6,53663.2,54703.7,75126.6,14540.3,43046.5,44672.3,98266.8,134358.6,173370.3,194792.2,93906.1,41692.7,36717.4,82124,4507,3632,5725,1125,2646,800,1715,2615,1108,561,1144,2187,1138,100.68,78.55,98.9,80.48,109.68,104.74,97.66,141.59,113.94,80.93,86.71,96.99,95.58
16,2004Q1,124314.721210403,1.5686,17.072699999999998,1.254,0.9510333333333333,43.282900000000005,1.17024,0.9603700000000001,15.151726666666667,4.97,3.3,3.4,1.4,2.4,2.0,2.1,2.73,3.67,3.2,3.9,4.9,3.5,3.77,2.4,1.97,3.3,2.17,3.77,3.37,4.93,5.5,4.37,4.9,6.97,5.17,4190.7,68227.8,19139.1,73657.9,34083.5,27990.2,40110.4,93425.5,76416.7,33035.5,81624,10871.5,45876,22272.9,13145,98106.6,175772.8,74308.1,177443.8,251444.7,89104.5,12062.1,44721.5,41741.4,71024.4,131977,27158.4,24742.3,55804.4,112379.1,46246,32110.3,23537.4,53600.3,54996.2,75389.3,14582,42434.8,41924.4,99340.5,134760.3,170706.7,193393.9,93524.2,41629.7,37145.2,83364.3,6800,4070,8260,1447,3334,1571,3041,3888,1709,883,1081,2458,1303,101.03,79.47,84.81,80.61,109.69,105.25,98.44,142.04,113.98,80.96,87.56,97.83,95.31
17,2004Q2,125716.517805027,1.5380666666666667,16.8053,1.2767666666666666,0.9390999999999999,41.97456666666667,1.1644866666666667,0.91249,15.417596666666668,4.5,2.8,3.07,1.0,2.17,1.57,1.8,2.23,3.4,2.73,3.43,4.47,3.27,3.53,2.17,1.63,3.07,2.17,3.33,3.03,4.07,5.3,3.43,4.33,6.9,4.4,4367.3,68424.3,18733.5,73245.6,34187.6,28466,40575,93257.2,77654.7,33187.2,81394,11048.6,45855.2,22655.8,13142.1,99305.4,178427.8,73793.4,177982.8,248899.8,86444.5,11695.9,45440.5,40919.6,70863.2,131957.9,26955.6,24261.8,56164.3,112072.6,46165,31752.6,23431.4,53753,55362.6,75609.3,14602.1,42225.5,52083.3,100466.2,134381.2,173668,195326.1,94829.7,42286.9,37513.9,83518.7,7124,4629,7050,1684,2352,1453,3118,4041,1757,760,1103,2999,1203,101.4,80.96,99.04,81.14,109.8,105.77,99.91,142.09,113.86,80.97,88.04,97.84,96.46
18,2004Q3,125153.022803979,1.5359999999999998,16.75926666666667,1.2566,0.9599333333333333,42.1485,1.1429099999999999,0.8910333333333332,15.181456666666667,4.2,2.63,3.03,0.97,2.17,1.5,1.8,2.17,3.37,2.73,3.43,4.47,3.3,3.07,2.23,1.43,2.97,1.8,3.27,2.97,4.17,5.27,3.1,4.27,7.1,4.53,4424.5,69534.6,18597.6,73474,34102.7,28793,40423.1,94419.7,80967.7,33092,83563.6,11211.2,45704.1,22950.2,13077.9,101981.2,183984.6,74901,175427.8,246326.2,86922.4,11055.7,46308.6,40831.9,69649.1,131212.8,26951.5,24109.9,57775.2,113045.2,46444.8,32335.4,23990.3,53548.4,55473.3,75498.9,14820.6,41789,56379.3,101306.1,134867.2,171742.3,197198.6,96088.9,42896.1,38034.3,84208.7,5942,3030,5212,1121,2044,1519,3010,3181,1322,622,719,2235,1007,100.45,81.33,84.48,81.98,109.71,105.82,100.28,138.27,113.67,81.25,87.75,97.86,95.87
19,2004Q4,126499.831649789,1.5335666666666665,17.005933333333335,1.1844999999999999,0.9696333333333333,42.420899999999996,1.1184633333333334,0.8953466666666667,14.302723333333333,4.27,2.93,3.07,1.37,2.4,1.7,2.1,2.4,3.37,2.97,3.43,4.43,3.43,3.33,2.3,1.5,3.0,2.2,3.37,3.1,5.0,5.47,4.23,4.33,7.3,4.37,4346.9,69086.7,18138.8,73224.6,33911.3,29026.9,39679.8,92781.1,78812.4,32703.9,81897.9,11274.6,45143.9,22709.1,13022.7,98355.9,178294.9,74633.4,174470.6,246918.8,89723.4,9868.4,46344.3,41250.7,68704.8,129233.5,27029.9,24344.3,56588,113326.8,45612.8,32548.9,23697.7,53358.4,55606.2,75494.9,14675.3,41086.3,48824.8,101378.7,136070.9,171980,196268.1,95967.9,42923.4,38153,83709.8,5591,3263,4968,1454,1932,1574,2905,3122,1325,631,553,2221,1188,100.27,81.57,97.24,83.13,109.62,105.86,100.77,140.45,113.55,81.71,87.89,98.11,96.9
20,2005Q1,127546.776053812,1.5485,17.0555,1.1803666666666668,0.9624,44.268966666666664,1.1296899999999999,0.91712,14.284346666666666,4.33,3.03,3.27,1.6,2.47,1.77,2.03,2.63,3.4,3.27,3.67,4.4,3.57,3.63,2.2,1.57,3.2,2.13,3.53,3.27,5.23,5.77,4.8,4.6,7.5,4.67,4326.6,69527.1,17827.9,72785.9,33793.3,29303.9,40153.5,91970.5,80254.7,32808.4,81743.9,11028.1,45093.6,22269.1,12856.3,96008,174546.7,74802.3,175687.3,242151.3,90905.2,9813,45679.2,39463,68922.4,131394.9,27120.9,23520.4,57095.3,112330.7,44592.1,32496.4,23955.7,53142.3,55566.3,75231.7,14701.3,40719.1,46677.4,101719.1,137104.3,173010.8,197582.3,97075.1,43542.7,39558.3,84169.1,6404,4060,5971,1281,2273,1848,3379,3385,1379,398,1104,2500,1130,100.93,82.61,85.07,82.93,109.6,106.19,101.12,141.52,113.32,81.7,88.56,98.68,96.59
21,2005Q2,129060.11837134,1.5433666666666666,16.760033333333332,1.2255,0.9847999999999999,49.38309999999999,1.1395233333333332,0.9417399999999999,14.823946666666666,4.0,2.7,2.9,1.37,2.2,1.57,1.83,2.4,3.2,2.97,3.3,4.03,3.27,3.13,2.1,1.3,2.9,2.4,3.13,3.0,4.47,5.33,3.63,4.13,7.53,4.13,4425.2,69067.7,18169.8,72512.9,33239.5,29199.6,40510,92808.1,80030.8,33033,82491.7,11233.7,44783.3,21675.6,12792.4,100441.2,183641,74860.7,177843.4,241717.7,87989.1,10069.6,46183.7,38416.3,67905.5,129452.2,26725,23067.6,58475.1,109061.3,43834.3,33664.6,23913,54137.7,56957.6,76893.6,14691.8,40789.8,59738.3,102906.7,136925.8,172506,197338.8,97321.1,43706.5,39033.6,84857.1,6462,3481,5517,1195,2051,1530,3405,4206,1727,592,1209,2678,1042,100.83,85.02,99.38,83.54,109.75,106.36,102.0,137.37,112.99,81.71,88.88,98.8,97.48
22,2005Q3,131055.386165924,1.5532666666666666,16.575999999999997,1.2732666666666665,1.0586666666666666,54.29416666666666,1.1447766666666668,0.9672466666666667,15.659929999999997,3.87,2.7,3.03,1.17,2.2,1.33,1.83,2.37,3.07,3.0,3.27,3.93,3.17,3.07,2.2,1.43,2.87,1.8,3.13,2.93,4.43,5.1,3.2,4.23,7.17,4.17,4433.4,69621.1,17780.3,72794.1,34259.3,30471,40853.3,95100.6,82593.7,33764.5,82577.5,11252.5,45396.6,21956.1,12836.7,102543.2,189181.8,76098.1,178968.4,240498.6,88925.8,9889.4,45728.9,39676.6,67932.8,129582.9,26776.2,23645.1,59259.3,109561.3,45307.2,34453.3,23588.9,54531,57697,77632.2,15158.2,40709.5,67073.1,103996.2,136694.7,170788.3,200333.1,99154,44623.6,39800.7,86269.8,7067,3021,5904,1263,2747,1499,3544,3950,1609,615,669,2713,1257,99.64,85.24,81.85,84.66,109.83,106.52,104.43,126.25,112.91,82.12,88.76,98.91,97.0
23,2005Q4,133098.114328077,1.5473,16.3272,1.3008333333333335,1.1084333333333334,57.85136666666667,1.10954,0.9678466666666666,16.106123333333333,3.9,2.9,3.13,1.13,2.33,1.83,2.1,2.57,2.93,3.1,3.3,3.97,3.13,3.33,2.23,1.63,2.87,2.3,3.2,3.1,5.33,5.13,4.27,4.37,7.27,3.93,4389.8,69914.9,17466.9,72255.1,33885.3,30434.2,40419.8,93673.8,83584.9,33959,81991.4,11198.2,45207.7,21950.8,12907.6,99034.6,182331.7,76271.8,176681.5,241925.4,93196.7,9134,45188.3,39491.2,67440.1,127448.6,26731.4,23256.9,58759.4,109719.1,44540,34786.2,23888.2,53842.5,57503.1,76736.5,15182.9,40213.3,60401.1,104685.2,138116,170674.1,200157.9,99334.3,45217.3,39232.1,86468.1,8642,3780,5919,1332,1850,1781,4384,4857,2041,864,737,2838,1520,98.89,85.55,98.86,85.47,109.45,106.21,105.53,125.67,113.18,82.94,88.75,98.92,97.96
24,2006Q1,135591.354581187,1.5585666666666667,16.664533333333335,1.2955666666666665,1.1217666666666666,58.99913333333333,1.10872,0.9578066666666666,16.102603333333334,3.87,2.9,3.13,1.27,2.33,1.8,2.0,2.73,2.93,3.37,3.37,4.13,3.1,3.47,2.1,1.57,2.9,2.03,3.3,3.1,5.67,5.27,4.37,4.53,7.2,4.33,4630.9,67383.2,17217.2,71052.7,33638.7,30479.1,40994.8,95099.7,83260.2,31706.4,84702.6,11485.4,45116.8,21457,12875,97573.6,180178.1,76590.5,177970,237943.7,93549.1,9240.1,45155.3,38973,69228,131630.8,27220.8,22959.4,60485.4,109295.9,43129.9,35166.2,24424.1,55017.7,59445.1,78687.7,15883.7,40740.6,59416.9,106038.7,139422.9,174035.5,200124.9,99623.8,45882.8,41734.8,86277.6,10763,4868,7492,1616,3269,2501,4911,6004,2480,914,1199,3002,1224,99.92,85.52,85.98,85.78,109.48,106.61,105.13,125.59,113.3,82.99,89.85,99.63,97.79
25,2006Q2,137462.488997973,1.5637999999999999,16.80926666666667,1.2448666666666668,1.1079666666666668,57.068266666666666,1.08739,0.9289566666666667,15.5341,3.33,2.4,2.63,1.0,1.87,1.47,1.57,2.33,2.43,2.87,2.93,3.7,2.8,2.83,1.8,1.07,2.47,1.97,2.83,2.6,4.5,4.77,3.17,4.07,6.93,3.77,4438.5,69121.8,16761.3,71344,34473,31442,41203.1,96354.8,86039.2,32220.5,84766.2,11613,44923.2,21783.6,12872.5,101546.8,188694,76024.8,179841.1,235653.8,90176.8,9567.3,45115.8,39222.2,68514.1,130383.9,26856.4,22897.2,61265.9,111347.9,43338.4,35659.6,25014.5,54710.4,59679.6,78357.1,16416.6,40462.5,76190.8,107068.4,137747.3,171935.9,200582.8,100142.4,46587.8,40674.6,86964.2,11552,5489,6752,1941,2890,2408,5106,6410,2670,861,1615,3422,1137,100.0,85.56,101.07,86.48,109.96,106.73,106.84,123.01,113.02,83.0,89.9,99.78,98.77
